,state,city,occupation,salary,cpi_index,rent_index,restaurant_price_index,groceries_index,cpi_single,cpi_family,rent_single,rent_family,groceries_single,groceries_family,restaurant_single,restaurant_family,col_single,col_family,ds_single,ds_family
12,California,Sunnyvale,"Data Scientist, IT",98263.52,87.73871239712932,74.45469644082486,81.23548678698016,91.8228400494589,1980.1350190652386,5389.598277415743,2314.6068785790103,3916.733965162641,257.77228039802105,1288.882723105109,704.0217017656668,1979.263647550429,4294.741897644249,9306.332242578384,3893.8847690224184,-1117.7055759117175
13,Colorado,Boulder,"Data Scientist, IT",72851.03,78.8156421668809,49.11190163804592,76.48397106999454,83.56811285243057,1778.7543131287387,4841.473480182223,1526.7639354605833,2583.561043625284,234.5989625993619,1173.014217377504,662.8430209532971,1863.4952475400355,3305.518248589322,7425.034523807508,2765.4009180773446,-1354.1153571408413
14,Colorado,Denver,"Data Scientist, IT",79984.8,77.46174636067781,49.1968956325605,76.75220278947548,82.24460539693588,1748.198855625626,4758.306605429325,1529.406182273015,2588.0322036872244,230.88350863667804,1154.4366402477935,665.1676325126725,1870.0305846505364,3277.605037898641,7346.338809116549,3387.7949621013595,-680.9388091165483
15,District of Columbia,Washington,"Data Scientist, IT",79280.37,90.28887282345134,49.001171262082345,81.85147954822261,93.83634559822664,2037.6884276625565,5546.249085996433,1523.321610098655,2577.736005780204,263.4247511408162,1317.1455443518182,709.3601602300376,1994.2720155396364,3561.0100377612116,8123.985091776636,3045.6874622387877,-1517.2875917766369
16,Georgia,Atlanta,"Data Scientist, IT",87428.57,77.09035741323258,38.340279997615184,68.85490600376602,77.71819818483186,1739.817147706305,4735.492990130961,1191.9016536405636,2016.9134262719926,218.17662319896306,1090.901162034782,596.7262586460633,1677.6167386812306,2931.7188013468685,6752.406416402953,4353.995365319799,533.3077502637143
18,Indiana,Indianapolis,"Data Scientist, IT",64000.0,73.70217324329832,28.785402910569278,66.64775020181283,77.09005070907453,1663.3507631124407,4527.364205619159,894.864860975233,1514.273385968682,216.41323832473117,1082.0840918087943,577.5980962479265,1623.840446865052,2558.215624087674,6041.637591587842,2775.117709245659,-708.3042582545086
19,Massachusetts,Boston,"Data Scientist, IT",87729.95,83.13009764081704,51.45323559551491,78.68095637452454,88.51477910472865,1876.1252926966833,5106.501096328023,1599.5500448944654,2706.7283208204294,248.48563218544732,1242.4487139158373,681.883041442191,1917.0237400677083,3475.6753375911485,7813.229417148452,3835.153829075518,-502.4002504817854
20,Massachusetts,Cambridge,"Data Scientist, IT",80000.0,81.8847113033784,49.44702944896693,79.50588105854456,86.28076153360847,1848.018735948213,5029.999722241343,1537.1822055421408,2601.1906431327934,242.21412279359325,1211.090648221299,689.0321938981269,1937.1226340809778,3385.2009414903537,7631.1903653741365,3281.4657251763133,-964.5236987074695
21,Missouri,Kansas City,"Data Scientist, IT",90000.0,70.25415549140264,31.066225183236007,67.67981059715868,71.09451149595073,1585.534021672426,4315.559974301036,965.7698162499674,1634.2574096891103,199.58209027539803,997.9269594076167,586.5423759536866,1648.986103072432,2551.3038379223935,5949.8173839901465,4948.6961620776065,1550.1826160098535
22,Missouri,St. Louis,"Data Scientist, IT",88982.67,70.75903068843351,24.833293286122544,61.24222833918994,69.69506440062858,1596.9283199312524,4346.573359588834,772.0038386498913,1306.3702886480262,195.65345259806995,978.2834460716232,530.751516616607,1492.1375009987473,2368.932158581144,5652.94364823686,5046.290341418856,1762.2788517631398
23,Minnesota,Minneapolis,"Data Scientist, IT",85134.35,80.43345599501248,38.80748941796104,72.43948417989097,85.70912680896663,1815.2660162058419,4940.852265020221,1206.4260045514416,2041.4912580675593,240.6093849479085,1203.0668262602164,627.791756342718,1764.9532655664716,3021.6920207572834,6982.34352308778,4072.8371459093837,112.18564357888681
24,North Carolina,Charlotte,"Data Scientist, IT",82500.0,75.35043177412484,32.96130973164237,62.563640377323956,82.09741579159312,1700.5495588115375,4628.613142328756,1024.683168139279,1733.9494690543302,230.47030642903937,1152.3705950324118,542.2034422296119,1524.3330711117508,2725.2327269508164,6362.562611383086,4149.767273049183,512.4373886169142
25,North Carolina,Raleigh,"Data Scientist, IT",90141.22,69.74550255958435,32.978483916084954,80.26645012142455,78.48358494336294,1574.0544654386313,4284.314530981537,1025.217069791492,1734.8529273282304,220.3252769546815,1101.644608534942,695.6236128350649,1955.6535342718919,2599.271535230123,6019.167458309767,4912.4967981032105,1492.600875023566
26,New York,New York,"Data Scientist, IT",99199.95,89.3453611989042,60.012261670688936,93.51058682578838,86.2982826383532,2016.394743750208,5488.291218967746,1865.6283660018532,3156.9810213198602,242.26330941342235,1211.3365853888167,810.4030033429799,2278.340568706417,3882.023109752061,8645.272240287606,4384.639390247939,-378.60974028760575
27,Ohio,Cincinnati,"Data Scientist, IT",77425.48,69.33763409779569,28.061898786322804,79.06593020745284,65.57817944439138,1564.8494679831815,4259.260058457271,872.3729604946215,1476.2130175455343,184.09621016542505,920.4962779743679,685.2193904161824,1926.4034427433528,2437.222428477803,5735.473076002805,4014.90090485553,716.6502573305279
28,Ohio,Cleveland,"Data Scientist, IT",65597.65,73.1959530305332,20.844566888518642,70.44012913320458,77.21736586522466,1651.9261098064087,4496.268198940115,648.004494108861,1096.5409440122219,216.7706474193788,1083.871166844406,610.4644847515109,1716.2399394208458,2299.93060391527,5592.809142952337,3166.540229418063,-126.33830961900458
29,Oregon,Portland,"Data Scientist, IT",75000.0,74.42508867739515,39.2312912522825,66.74340781090521,74.66145953437595,1679.6659121244147,4571.771328448705,1219.6009241705751,2063.7856077638794,209.59550664795702,1047.9948695099793,578.4271062705617,1626.171098600846,2899.26683629499,6635.556936212584,3350.73316370501,-385.55693621258433
30,Pennsylvania,Philadelphia,"Data Scientist, IT",88497.18,81.20000237637616,42.82978973812878,78.18365334909453,78.29918024004368,1832.5658521848072,4987.939542046322,1331.4690768332587,2253.086779037909,219.8076016043534,1099.0561889648277,677.5731993263367,1904.9071905278313,3164.0349290180657,7241.02632108423,4210.730070981934,133.73867891576901
31,Texas,Austin,"Data Scientist, IT",82171.52,72.45797654460362,36.04775704764319,64.66943952794364,68.40571837101248,1635.2710547786844,4450.935908453145,1120.6329541096648,1896.3138814037027,192.0338992701914,960.1853800481671,560.4532042515165,1575.6398567631184,2755.9040088883494,6347.249789856848,4091.7226577783176,500.3768768098189
32,Texas,Dallas,"Data Scientist, IT",77669.8,68.87008120951425,32.73357625347288,65.83356454412814,68.48808098308668,1554.2974799033855,4230.539301422719,1017.6035143329838,1721.9694128377287,192.2651140564305,961.3414731038279,570.5420128175476,1604.003204074374,2571.900994236369,5952.508714260448,3900.5823390969645,519.9746190728856
33,Texas,Houston,"Data Scientist, IT",91116.75,79.02270877609203,41.244471817361564,73.65761766832092,85.96643772578652,1783.4275050753242,4854.193131631669,1282.1855804314066,2169.6901789216895,241.3317283405137,1206.6786029704213,638.3486255808015,1794.6325033832582,3065.613085506731,7023.883310553358,4527.449414493269,569.1791894466423
34,Tennessee,Nashville,"Data Scientist, IT",68261.47,71.87379271180336,34.91922472332651,64.38572692247135,74.54075164641509,1622.0868760587628,4415.050766160386,1085.5497584829363,1836.946761574692,209.25664599493277,1046.3005382166816,557.9944286693532,1568.7273352953068,2707.636634541699,6251.997527735078,2980.8191987916343,-563.5416944017443
35,Texas,Plano,"Data Scientist, IT",85000.0,70.42897528570087,32.47284539170281,65.53193912409401,70.20012337269857,1589.4794499475627,4326.298774044794,1009.4980559138432,1708.25350946456,197.07129376804284,985.3727691953645,567.9279970726178,1596.6542454768075,2598.977505861406,6034.552283509354,4484.355827471927,1048.7810498239787
36,Utah,Salt Lake City,"Data Scientist, IT",73614.13,66.75619894210956,28.313613180268682,67.66929282872118,63.36924906451675,1506.5902342702022,4100.688111271941,880.1981198937674,1489.4546042206168,177.89512750501015,889.4903517622306,586.4512244443276,1648.7298426923314,2386.7883541639694,5590.142715492558,3747.7224791693643,544.368117840776
37,Virginia,McLean,"Data Scientist, IT",99192.14,89.45960435151035,46.8096009266583,81.16488321734431,90.99914063532927,2018.973045402732,5495.308927362026,1455.191270230923,2462.4471337528967,255.45992678068203,1277.3207637567418,703.4098208351555,1977.5434254616027,3474.164315633655,7957.756061114923,4791.847351033012,308.25560555174434
38,Virginia,Reston,"Data Scientist, IT",93477.83,92.85690332654896,47.75236786070317,81.33526598585237,94.33924897841932,2095.645137879536,5703.997614527369,1484.4994930126975,2512.0419538021674,264.83654096415773,1324.2046102418774,704.886431259749,1981.6947198431,3580.144630892233,8216.039568329536,4209.674535774434,-426.2204016628684
39,Virginia,Richmond,"Data Scientist, IT",95000.0,70.98128646507124,34.34522391947793,72.85306480706821,75.06766842891314,1601.944309276046,4360.226048557992,1067.7055354532483,1806.751104995107,210.73584812515824,1053.696671217034,631.3760241113861,1775.029959054498,2669.6498447292943,6166.977153553099,5247.016821937373,1749.689513113568
40,Washington,Bellevue,"Data Scientist, IT",111968.75,84.81735715067647,43.47216137720912,77.35903317278179,89.01922585388533,1914.204283719497,5210.145778355398,1351.4387749919388,2286.8791244145746,249.90175467522707,1249.5294434964558,670.426685865288,1884.8157156987052,3265.6430587114355,7497.024902769972,6065.086107955231,1833.704263896694
41,Washington,Seattle,"Data Scientist, IT",100529.55,84.34326837669661,43.13538175060007,79.77588693958263,88.69115772374336,1903.5047902136641,5181.023536077454,1340.9691541677623,2269.162630152015,248.98077608224236,1244.9244743546428,691.3721811053633,1943.7011977863303,3244.4739443814265,7450.186166229469,5132.988555618573,927.276333770531
