,short_name,city_id,latitude,longitude,city_vicinity,distance_mi
0,Saint Louis,3476,38.6272733,-90.1978889,St. Louis,0.0
1,Clayton,12598,38.6425518,-90.32372629999999,St. Louis,6.8892236751607925
2,Belleville,11200,38.5200504,-89.9839935,St. Louis,13.742099218921489
3,O'Fallon,11380,38.5922715,-89.9112124,St. Louis,15.702094610290157
4,Alton,9901,38.8906038,-90.1842764,St. Louis,18.17913829471745
5,Saint Charles,11748,38.783194,-90.4823681,St. Louis,18.764197775480774
6,Farmington,7697,37.7808846,-90.4217895,St. Louis,59.63568660960527
