,short_name,city_id,latitude,longitude,city_vicinity,distance_mi
0,Minneapolis,3450,44.9799654,-93.2638361,Minneapolis,0.20073818787407907
1,Richfield,10956,44.8766431,-93.2877877,Minneapolis,7.036345775650369
2,Saint Paul,3477,44.9541667,-93.1138889,Minneapolis,7.60057873408612
3,Coon Rapids,9409,45.1199652,-93.2877277,Minneapolis,9.911804166852473
4,Eden Prairie,12552,44.8546856,-93.47078599999999,Minneapolis,13.1593754225684
5,Stillwater,33371,45.056004,-92.80884429999999,Minneapolis,23.01586595013089
6,Saint Cloud,9582,45.56739035,-94.1308714656473,Minneapolis,58.66103349317394
